image_id,image_filename,reviewed,needs_review,caption_quality,specificity,cultural_entity_missed,template_bias,object_hallucination,wrong_object_or_action,language_issue,expected_cultural_terms,predicted_cultural_terms,explanation,updated_at
2088,00000002088.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng và sản_phẩm; bỏ sót/giảm nhẹ các chi tiết nam, thanh_niên, tay, hộp và áo; lệch sang các chi tiết kệ.",2026-06-06T21:08:26+00:00
2099,00000002099.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết mây, trắng, toà, nhà và tầng; lệch sang các chi tiết hồ và nước.",2026-06-06T21:08:36+00:00
2128,00000002128.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như bày_bán, hàng, kệ và rau; bỏ sót/giảm nhẹ các chi tiết mặt_hàng, trái_cây và quầy.",2026-06-06T21:08:42+00:00
2144,00000002144.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như cửa_hàng; bỏ sót/giảm nhẹ các chi tiết khu_vực, cửa, cạnh, nhau và mỉm.",2026-06-06T21:09:01+00:00
2156,00000002156.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như mặc và áo; bỏ sót/giảm nhẹ các chi tiết tay, điện_thoại, quầy, thanh_toán và caro; lệch sang các chi tiết xanh và siêu_thị.",2026-06-06T21:09:10+00:00
2193,00000002193.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hoa và chậu; bỏ sót/giảm nhẹ các chi tiết mặc, áo, xanh, bó và hoa_màu;",2026-06-06T21:09:19+00:00
2204,00000002204.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như cầm; bỏ sót/giảm nhẹ các chi tiết giỏ, hàng, đỏ, theo và lối;",2026-06-06T21:09:30+00:00
2206,00000002206.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như tường và trưng_bày; bỏ sót/giảm nhẹ các chi tiết bộ, bàn_ghế, gỗ, quán và ăn;",2026-06-06T21:09:44+00:00
2213,00000002213.jpg,True,False,wrong,specific,False,False,False,True,False,,,"ViG mô tả đúng một số chi tiết như quần_áo và mặt_hàng; bỏ sót/giảm nhẹ các chi tiết hàng, sạp, vắt, chéo và chân; lệch sang các chi tiết bày_bán và cửa_hàng.",2026-06-06T21:10:00+00:00
2221,00000002221.jpg,True,False,partial,specific,False,False,False,False,True,,,"ViG mô tả đúng một số chi tiết như quầy và hàng; bỏ sót/giảm nhẹ các chi tiết đồ_ăn, vỉ, xiên, nướng và chế_biến; lệch sang các chi tiết mặc, áo và đen.",2026-06-06T21:10:11+00:00
2244,00000002244.jpg,True,False,wrong,unsure,False,True,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy và đường; bỏ sót/giảm nhẹ các chi tiết hai, vỉa_hè, ngôi, nhà và khu_phố; lệch sang các chi tiết di_chuyển.",2026-06-06T21:10:24+00:00
2250,00000002250.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy; bỏ sót/giảm nhẹ các chi tiết chở, lớn, lái, gạch và điện;",2026-06-06T21:10:37+00:00
2262,00000002262.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường, di_chuyển và xe_hơi; bỏ sót/giảm nhẹ các chi tiết cây_cổ_thụ, vỉa_hè, ô_tô và lưu_thông;",2026-06-06T21:10:53+00:00
2275,00000002275.jpg,True,False,wrong,unsure,False,True,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết kiểm_tra, nhiệt_độ, nam, thanh_niên và bảo_vệ; lệch sang các chi tiết cầm, tay và sản_phẩm.",2026-06-06T21:11:05+00:00
2277,00000002277.jpg,True,False,partial,specific,True,False,True,False,True,chợ,,"ViG mô tả đúng một số chi tiết như xe; bỏ sót cultural term chợ; bỏ sót/giảm nhẹ các chi tiết chợ, sạp, hàng, khu và trái_cây; lệch sang các chi tiết mặc, áo, đen, đẩy và siêu_thị.",2026-06-06T19:57:12+00:00
2288,00000002288.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như bàn, trang_trí, đồ và món; bỏ sót/giảm nhẹ các chi tiết tết, hai, trưng_bày, đồ_vật và đồ_dùng.",2026-06-06T21:11:12+00:00
2291,00000002291.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như áo và mặc; bỏ sót/giảm nhẹ các chi tiết trắng, bàn, nhựa, đồng_chí và công_an; lệch sang các chi tiết xanh và đường.",2026-06-06T21:11:20+00:00
2405,00000002405.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hiện_vật; bỏ sót/giảm nhẹ các chi tiết tủ, kính, tượng, đặt và cất_giữ;",2026-06-06T21:11:44+00:00
2408,00000002408.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết hai, đứa, trẻ, đeo và kính; lệch sang các chi tiết một_vài, di_chuyển và vỉa_hè.",2026-06-06T21:12:02+00:00
2424,00000002424.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như tay và cầm; bỏ sót/giảm nhẹ các chi tiết nam, thanh_niên, hàng, đỏ và gói; lệch sang các chi tiết xe, đẩy và siêu_thị.",2026-06-06T21:12:11+00:00
2433,00000002433.jpg,True,False,partial,generic,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng; bỏ sót/giảm nhẹ các chi tiết tay, đeo, hộp, bánh và đỏ;",2026-06-06T21:12:33+00:00
2438,00000002438.jpeg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quán, ăn và ăn_ở; bỏ sót/giảm nhẹ các chi tiết thực_khách, ăn_uống, bát, đồ_ăn và bày.",2026-06-06T21:12:39+00:00
2439,00000002439.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,"ViG mô tả đúng cultural term chợ; bỏ sót/giảm nhẹ các chi tiết rau, củ, quả, bán và sạp.",2026-06-06T19:57:23+00:00
2450,00000002450.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như rau, quầy và hàng; bỏ sót/giảm nhẹ các chi tiết mặc, áo, đen, cầm và tay; lệch sang các chi tiết củ và quả.",2026-06-06T21:12:42+00:00
2458,00000002458.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như thịt; bỏ sót/giảm nhẹ các chi tiết tủ, khay, kính, mặc và áo; lệch sang các chi tiết quầy và hàng.",2026-06-06T21:12:57+00:00
2469,00000002469.jpg,True,False,wrong,specific,False,False,False,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết căn, phòng, sử_dụng, laptop và đèn; lệch sang các chi tiết quán và ăn.",2026-06-06T21:13:08+00:00
2474,00000002474.jpg,True,False,correct,specific,False,False,False,False,False,áo_dài;nón_lá,nón_lá,ViG mô tả đúng cultural term nón_lá;,2026-06-06T19:57:49+00:00
2484,00000002484.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,"ViG mô tả đúng cultural term chợ; bỏ sót/giảm nhẹ các chi tiết vải, hai, sạp, hàng và bán;",2026-06-06T19:58:08+00:00
2534,00000002534.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quần_áo, hai và đường; bỏ sót/giảm nhẹ các chi tiết cửa_hàng, phố, quầy, hàng và bán;",2026-06-06T21:13:18+00:00
2547,00000002547.jpg,True,False,partial,generic,True,True,False,False,False,xuồng;nón_lá;thuyền,thuyền,"ViG mô tả đúng một số chi tiết như thuyền; bỏ sót cultural term nón_lá; bỏ sót/giảm nhẹ các chi tiết đội, nón, lá, xuồng và mặc; lệch sang các chi tiết di_chuyển và sông.",2026-06-06T20:35:22+00:00
2555,00000002555.jpg,True,False,correct,generic,False,True,False,False,False,,,"ViG mô tả đúng một số chi tiết như nhóm và hàng; bỏ sót/giảm nhẹ các chi tiết tay, áo, sản_phẩm, gian_hàng và gói",2026-06-06T21:13:29+00:00
2586,00000002586.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như kệ, hàng, bày_bán và mặt_hàng; bỏ sót/giảm nhẹ các chi tiết đồ_ăn, vặt, sản_phẩm, siêu_thị và bánh_kẹo.",2026-06-06T21:13:38+00:00
2589,00000002589.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG mô tả đúng một số chi tiết như một_vài; bỏ sót/giảm nhẹ các chi tiết khu_vực, mặc, đen, đánh và răng; lệch sang các chi tiết quán và ăn.",2026-06-06T21:13:49+00:00
2595,00000002595.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như căn, phòng và nhóm; bỏ sót/giảm nhẹ các chi tiết máy_bay, mô_hình, treo, trần và nhà;",2026-06-06T21:14:01+00:00
2604,00000002604.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết trò_chuyện, máy_ảnh, nam, thanh_niên và bờ; lệch sang các chi tiết cây và cầu.",2026-06-06T21:14:07+00:00
2613,00000002613.jpg,True,False,partial,generic,True,True,False,False,False,xuồng,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót cultural term xuồng; bỏ sót/giảm nhẹ các chi tiết áo, hồng, chậu, cây và mặc; lệch sang các chi tiết thuyền.",2026-06-06T20:35:38+00:00
2615,00000002615.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường; bỏ sót/giảm nhẹ các chi tiết đứa, bé, đỏ, theo và bế;",2026-06-06T21:14:20+00:00
2620,00000002620.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy, rau, một_vài và hàng; bỏ sót/giảm nhẹ các chi tiết mặc, áo, trắng, chạm và tay;",2026-06-06T21:14:29+00:00
2628,00000002628.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như bé và theo; bỏ sót/giảm nhẹ các chi tiết ông, cụ, bế, lão và vừa; lệch sang các chi tiết mặc, áo, đỏ, dắt và đứa.",2026-06-06T21:14:42+00:00
2641,00000002641.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy và hàng; bỏ sót/giảm nhẹ các chi tiết vải, nhóm, bán, áo và cầm.",2026-06-06T21:14:57+00:00
2668,00000002668.jpg,True,False,wrong,unsure,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như hàng và mặc; bỏ sót/giảm nhẹ các chi tiết kệ, váy, trắng, giỏ và tay; lệch sang các chi tiết áo, đen và quầy.",2026-06-06T21:15:10+00:00
2679,00000002679.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết cửa_hàng, giày_dép, áo, hai và đưa; lệch sang các chi tiết một_vài, quầy, hàng, bán và đồ.",2026-06-06T21:15:16+00:00
2684,00000002684.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết cặp, đôi, cổng, chuẩn_bị và qua; lệch sang các chi tiết mặc, áo và xanh.",2026-06-06T21:15:25+00:00
2705,00000002705.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như siêu_thị; bỏ sót/giảm nhẹ các chi tiết chụp, thanh_toán, mua, hàng và quầy.",2026-06-06T21:15:31+00:00
2729,00000002729.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG mô tả đúng một số chi tiết như hai; bỏ sót/giảm nhẹ các chi tiết mặc, công_an, chơi_đùa, đứa và trẻ.",2026-06-06T21:15:44+00:00
2742,00000002742.jpg,True,False,wrong,generic,False,True,False,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết ghế, nhựa, rào_chắn, tấm và băng_rôn; lệch sang các chi tiết vỉa_hè.",2026-06-06T21:15:56+00:00
2743,00000002743.jpg,True,False,wrong,generic,False,True,False,True,False,,áo_dài,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết cầm, bó, phố, bộ và hoa; sinh thêm cultural term áo_dài không phù hợp với ảnh; lệch sang các chi tiết mặc, áo_dài và đường.",2026-06-06T21:16:04+00:00
2749,00000002749.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết mặc, áo, trắng, khử và khuẩn;",2026-06-06T21:16:15+00:00
2755,00000002755.jpg,True,False,wrong,generic,False,False,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết kéo_co, phố, bộ, chơi và nhóm; lệch sang các chi tiết vỉa_hè.",2026-06-06T21:16:25+00:00
2761,00000002761.jpg,True,False,partial,generic,True,True,False,False,False,chợ,,"ViG mô tả đúng một số chi tiết như đường; bỏ sót cultural term chợ; bỏ sót/giảm nhẹ các chi tiết khu, chợ, trạng_thái, lái_xe và máy; lệch sang các chi tiết xe_máy và di_chuyển.",2026-06-06T19:59:08+00:00
2794,00000002794.jpg,True,False,partial,generic,True,True,False,False,False,chợ;nón_lá,,ViG mô tả đúng một số chi tiết như sông; bỏ sót cultural term chợ và nón_lá.,2026-06-06T19:59:40+00:00
2802,00000002802.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như bờ, hồ, cặp và đôi; bỏ sót/giảm nhẹ các chi tiết cạnh, chụp, nhìn và âu_yếm; lệch sang các chi tiết nắm và tay.",2026-06-06T21:16:32+00:00
2803,00000002803.jpg,True,False,wrong,specific,True,False,False,False,False,hàng_rong,nón_lá,ViG mô tả đúng một số chi tiết như vỉa_hè; bỏ sót cultural term hàng_rong;,2026-06-06T20:00:00+00:00
2808,00000002808.jpg,True,False,correct,generic,False,True,False,False,False,xuồng;thuyền,thuyền,ViG mô tả đúng một số chi tiết như thuyền,2026-06-06T20:36:10+00:00
2844,00000002844.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy, hàng, một_vài và đồ; bỏ sót/giảm nhẹ các chi tiết siêu_thị, quanh, lựa_chọn, mặc và áo;",2026-06-06T21:16:47+00:00
2848,00000002848.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG mô tả đúng một số chi tiết như tay; bỏ sót/giảm nhẹ các chi tiết dán, cuộn, băng_dính, thông_báo và tờ; lệch sang các chi tiết cầm và túi.",2026-06-06T21:16:57+00:00
2851,00000002851.jpg,True,False,wrong,specific,True,False,False,False,False,đèn_lồng,,"ViG mô tả đúng một số chi tiết như nhà, đặt, bộ và bàn_ghế; bỏ sót cultural term đèn_lồng; lệch sang các chi tiết trần.",2026-06-06T20:00:37+00:00
2856,00000002856.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường; bỏ sót/giảm nhẹ các chi tiết hai, bộ, xe_máy, mặc và áo; lệch sang các chi tiết phương_tiện, giao_thông và di_chuyển.",2026-06-06T21:17:04+00:00
2880,00000002880.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết mặc, áo, quầy, trắng và đen;",2026-06-06T21:17:23+00:00
2890,00000002890.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng và quầy; bỏ sót/giảm nhẹ các chi tiết mặc, áo, trắng, nhìn và mỉm;",2026-06-06T21:17:31+00:00
2894,00000002894.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hoa_quả và quầy; bỏ sót/giảm nhẹ các chi tiết siêu_thị, trái_cây, khu_vực, mua và cân; lệch sang các chi tiết một_vài và hàng.",2026-06-06T21:17:39+00:00
2901,00000002901.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết sông, cặp, đôi, bờ và ôm; l",2026-06-06T21:17:48+00:00
2909,00000002909.jpg,True,False,correct,generic,False,True,False,False,False,,ngôi_chùa,"ViG mô tả đúng một số chi tiết như ngôi; bỏ sót/giảm nhẹ các chi tiết nhà, gỗ, bậc, toà và mặc; sinh thêm cultural term ngôi_chùa không phù hợp với ảnh; lệch sang các chi tiết chùa.",2026-06-06T21:18:10+00:00
2921,00000002921.jpg,True,False,correct,generic,True,True,False,False,False,xuồng;thuyền,thuyền,"ViG mô tả đúng một số chi tiết như thuyền và mặt_nước; bỏ sót/giảm nhẹ các chi tiết chở, cây_cảnh, sông, theo và hoa.",2026-06-06T20:36:59+00:00
2928,00000002928.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng và quầy; bỏ sót/giảm nhẹ các chi tiết túi, bán, một_vài, mặt và mặt_hàng.",2026-06-06T21:18:22+00:00
2929,00000002929.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,ViG mô tả đúng cultural term chợ;,2026-06-06T20:01:08+00:00
2970,00000002970.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG mô tả đúng một số chi tiết như tấm; bỏ sót/giảm nhẹ các chi tiết bảng_hiệu, mái, tôn, ngôi và nhà; lệch sang các chi tiết biển, tên và biển_hiệu.",2026-06-06T21:18:40+00:00
2980,00000002980.jpg,True,False,correct,generic,False,False,False,False,False,đèn_lồng,đèn_lồng,ViG mô tả đúng cultural term đèn_lồng;,2026-06-06T20:01:30+00:00
2996,00000002996.jpg,True,False,correct,generic,False,True,False,False,False,,,,2026-06-06T20:02:02+00:00
3019,00000003019.jpg,True,False,wrong,specific,True,False,True,True,False,chợ,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót cultural term chợ; bỏ sót/giảm nhẹ các chi tiết sạp, hàng, giày, bán và nhóm; lệch sang các chi tiết mặt_hàng, đồ, trang_trí, giáng_sinh và bày_bán.",2026-06-06T20:04:20+00:00
3029,00000003029.jpg,True,False,wrong,generic,True,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như đường; bỏ sót cultural term áo_dài; bỏ sót các chi tiết nam, thanh_niên, bộ, xe_máy và mặc; lệch sang các chi tiết đạp và xe.",2026-06-06T20:04:54+00:00
3034,00000003034.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hai, rau, củ và quả; bỏ sót/giảm nhẹ các chi tiết xanh, áo, mặc và nhân_viên.",2026-06-06T21:18:46+00:00
3036,00000003036.jpg,True,False,wrong,specific,True,False,True,True,False,chợ,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót cultural term chợ; bỏ sót/giảm nhẹ các chi tiết quầy, rau, củ, quả và đen; lệch sang các chi tiết siêu_thị.",2026-06-06T20:05:15+00:00
3040,00000003040.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy và hàng; bỏ sót/giảm nhẹ các chi tiết hoa_quả, một_vài, tụ_tập, nói_chuyện và nhóm; lệch sang các chi tiết hai.",2026-06-06T21:18:52+00:00
3051,00000003051.jpg,True,False,partial,specific,True,False,True,True,False,nhà_cổ;đèn_lồng,nhà_cổ,"ViG mô tả đúng cultural term nhà_cổ; bỏ sót cultural term đèn_lồng; bỏ sót/giảm nhẹ các chi tiết gian, ghế, đèn_lồng, treo và dãy; sai hành động ""ngồi"".",2026-06-06T20:06:17+00:00
3082,00000003082.jpg,True,False,partial,generic,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường và di_chuyển; bỏ sót/giảm nhẹ các chi tiết toà, nhà, cao_tầng, xe_buýt và cam; lệch sang các chi tiết ô_tô.",2026-06-06T21:19:01+00:00
3089,00000003089.jpg,True,False,partial,specific,True,False,False,False,False,chợ,,"ViG mô tả đúng một số chi tiết như hoa, bó, cầm và tay; bỏ sót cultural term chợ; bỏ sót/giảm nhẹ các chi tiết ôm, lòng, khu và chợ.",2026-06-06T20:06:33+00:00
3091,00000003091.jpg,True,False,wrong,generic,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như nhóm; bỏ sót/giảm nhẹ các chi tiết tập_thể_dục, công_viên, ngoài_trời, vận_động và một_vài; lệch sang các chi tiết vỉa_hè.",2026-06-06T21:19:08+00:00
3105,00000003105.jpg,True,False,wrong,unsure,False,True,False,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết nam, thanh_niên, ông, đối_diện và tay; lệch sang các chi tiết bàn.",2026-06-06T21:19:27+00:00
3108,00000003108.jpg,True,False,partial,generic,True,True,False,False,False,chợ,,"ViG mô tả đúng một số chi tiết như đường; bỏ sót cultural term chợ; bỏ sót/giảm nhẹ các chi tiết hoa, khu, chợ, vàng và mua.",2026-06-06T20:06:45+00:00
3175,00000003175.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như siêu_thị; bỏ sót/giảm nhẹ các chi tiết hàng, nam, thanh_niên, mặc và áo.",2026-06-06T21:19:36+00:00
3231,00000003231.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,,2026-06-06T20:06:56+00:00
3238,00000003238.jpg,True,False,correct,generic,False,True,False,False,False,,,"ViG mô tả đúng một số chi tiết như nhóm; bỏ sót/giảm nhẹ các chi tiết điện_thoại, lại, chụp, ghi và hình_ảnh;",2026-06-06T21:19:44+00:00
3241,00000003241.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,,2026-06-06T20:07:06+00:00
3250,00000003250.jpg,True,False,partial,generic,False,True,True,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết vỉa_hè, giày, đỏ, gần và nhìn; lệch sang các chi tiết đường.",2026-06-06T21:19:56+00:00
3279,00000003279.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như cây và thông; bỏ sót/giảm nhẹ các chi tiết áo, nâu, tay, mặc và cầm;",2026-06-06T21:20:10+00:00
3308,00000003308.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như đường và di_chuyển; bỏ sót/giảm nhẹ các chi tiết xe_tải, lề_đường, đỗ, trạng_thái và vắng; lệch sang các chi tiết ô_tô.",2026-06-06T21:20:20+00:00
3315,00000003315.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy và dựng; bỏ sót/giảm nhẹ các chi tiết quán, ăn, ăn_ở, đông và thực_khách",2026-06-06T21:20:42+00:00
3378,00000003378.jpg,True,False,wrong,unsure,False,True,True,True,False,,nón_lá,"ViG mô tả đúng một số chi tiết như đội và hàng; bỏ sót/giảm nhẹ các chi tiết hồng, lựa, hải_sản, hàng_hoá và mặc; sinh thêm cultural term nón_lá không phù hợp với ảnh; lệch sang các chi tiết nón, lá và mua.",2026-06-06T21:20:58+00:00
3382,00000003382.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết mô_hình, voi, toà, nhà và lối.",2026-06-06T21:21:09+00:00
3388,00000003388.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy và hàng; bỏ sót/giảm nhẹ các chi tiết lựa_chọn, thực_phẩm, sản_phẩm, đeo và khẩu_trang;",2026-06-06T21:21:22+00:00
3402,00000003402.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy, di_chuyển và đường; bỏ sót/giảm nhẹ các chi tiết toà, nhà, chụp, buổi và đêm; lệch sang các chi tiết một_vài.",2026-06-06T21:21:30+00:00
3407,00000003407.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như nhà, tường và vàng; bỏ sót/giảm nhẹ các chi tiết căn, toà, gỗ, tạo_dáng và chụp;",2026-06-06T21:21:38+00:00
3417,00000003417.jpg,True,False,partial,specific,True,False,False,False,False,nón_lá;chợ,chợ,ViG mô tả đúng một số chi tiết như bày_bán; bỏ sót cultural term nón_lá;,2026-06-06T20:07:24+00:00
3420,00000003420.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như biển; bỏ sót/giảm nhẹ các chi tiết nhìn, hai, lính, ống_nhòm và để.",2026-06-06T21:21:46+00:00
3440,00000003440.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như siêu_thị; bỏ sót/giảm nhẹ các chi tiết hàng_hoá, bày_bán, kệ, hàng và chất.",2026-06-06T21:21:52+00:00
3465,00000003465.jpg,True,False,wrong,generic,False,False,False,True,False,,khu_di_tích,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết di_chuyển, hàng, lối, nhóm và thành; sinh thêm cultural term khu_di_tích không phù hợp với ảnh; lệch sang các chi tiết khu và di_tích.",2026-06-06T21:54:34+00:00
3510,00000003510.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết đồ_ăn, tủ, đĩa, đặt và khay;",2026-06-06T21:22:49+00:00
3513,00000003513.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như nhà và hai; bỏ sót/giảm nhẹ các chi tiết cổng, toà, căn, gần và nhau;",2026-06-06T21:23:07+00:00
3519,00000003519.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy; bỏ sót/giảm nhẹ các chi tiết toà, hai, lẵng, hoa và nhà; l",2026-06-06T21:23:28+00:00
3526,00000003526.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,"ViG chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết hàng, bán, sân, một_vài và sạp;",2026-06-06T21:24:06+00:00
3528,00000003528.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như điện_thoại, kệ và hàng; bỏ sót/giảm nhẹ các chi tiết sản_phẩm, cửa_hàng, mặt_hàng, bày và bày_bán.",2026-06-06T21:24:24+00:00
3557,00000003557.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường; bỏ sót/giảm nhẹ các chi tiết ô, cầm, sử_dụng, di_chuyển và ngôi.",2026-06-06T21:24:29+00:00
3562,00000003562.jpg,True,False,wrong,unsure,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như mặc và áo; bỏ sót/giảm nhẹ các chi tiết tấm, xanh, dương, nhìn và mã_vạch; lệch sang các chi tiết đỏ và kệ.",2026-06-06T21:24:39+00:00
3602,00000003602.jpg,True,False,partial,generic,True,True,False,False,False,cờ,,"ViG mô tả đúng một số chi tiết như nhóm; bỏ sót cultural term cờ; bỏ sót/giảm nhẹ các chi tiết bục, cờ, chiến_sĩ, cầm và chào; lệch sang các chi tiết sân_khấu.",2026-06-06T20:07:39+00:00
